county_name,number_of_cases,eligible_individuals,individuals_under_5,individuals_5-17,individuals_18-59,individuals_60-64,individuals_over_64,total_snap_payments,avg_snap_payment,month,year,payment_inflation_adjusted
Hays,7135,16685,2560,6085,6787,438,815,"$1,955,553.00",$274.08,June,2020,$344.44
Lampasas,1175,2573,319,781,1185,109,179,"$284,579.00",$242.19,June,2020,$304.36
Lee,897,2012,316,711,796,74,115,"$215,848.00",$240.63,June,2020,$302.40
Limestone,1775,3863,519,1301,1625,143,275,"$420,437.00",$236.87,June,2020,$297.68
Llano,970,2036,267,600,862,98,209,"$218,653.00",$225.42,June,2020,$283.29
McLennan,17004,37930,5831,13056,15724,1297,2022,"$4,310,355.00",$253.49,June,2020,$318.56
Milam,1912,4226,527,1444,1727,202,326,"$465,035.00",$243.22,June,2020,$305.66
Mills,188,416,57,125,186,21,27,"$44,473.00",$236.56,June,2020,$297.29
San Saba,355,785,101,259,312,33,80,"$86,394.00",$243.36,June,2020,$305.83
Travis,48813,101809,15877,37340,39236,3296,6060,"$12,619,236.00",$258.52,June,2020,$324.88
Williamson,13381,31703,4800,11563,12536,780,2024,"$3,709,498.00",$277.22,June,2020,$348.39
Bastrop,5119,11962,1833,4774,4338,420,597,"$1,409,795.00",$275.40,July,2020,$344.36
Bell,24816,57968,8513,20391,24822,1745,2497,"$6,673,275.00",$268.91,July,2020,$336.24
Blanco,283,557,78,152,228,28,71,"$59,758.00",$211.16,July,2020,$264.03
Burnet,1887,4183,574,1427,1672,189,321,"$462,711.00",$245.21,July,2020,$306.61
Caldwell,2799,6675,1039,2567,2459,213,397,"$764,949.00",$273.29,July,2020,$341.72
Coryell,3909,9252,1342,3203,3993,311,403,"$1,014,383.00",$259.50,July,2020,$324.47
Falls,1422,2912,406,903,1199,147,257,"$315,738.00",$222.04,July,2020,$277.64
Fayette,920,2002,292,681,781,73,175,"$214,644.00",$233.31,July,2020,$291.73
Freestone,1192,2594,345,842,1100,98,209,"$290,833.00",$243.99,July,2020,$305.08
Gillespie,615,1441,205,521,560,40,115,"$150,927.00",$245.41,July,2020,$306.86
Hays,7098,16591,2554,6042,6728,437,830,"$1,939,390.00",$273.23,July,2020,$341.64
Lampasas,1192,2615,334,784,1210,107,180,"$288,655.00",$242.16,July,2020,$302.79
Lee,925,2044,314,717,816,77,120,"$220,740.00",$238.64,July,2020,$298.39
Limestone,1793,3878,508,1314,1631,145,280,"$421,487.00",$235.07,July,2020,$293.93
Llano,980,2048,262,604,871,101,210,"$218,196.00",$222.65,July,2020,$278.40
McLennan,17030,37721,5709,12954,15671,1326,2061,"$4,261,973.00",$250.26,July,2020,$312.92
Milam,1930,4236,514,1442,1743,203,334,"$464,234.00",$240.54,July,2020,$300.77
Mills,191,420,57,128,186,20,29,"$45,632.00",$238.91,July,2020,$298.73
San Saba,371,819,104,271,333,30,81,"$88,401.00",$238.28,July,2020,$297.94
Travis,48789,101136,15627,36968,39038,3346,6157,"$12,498,524.00",$256.18,July,2020,$320.32
Williamson,13415,31636,4717,11570,12526,788,2035,"$3,697,109.00",$275.60,July,2020,$344.61
Bastrop,5160,12048,1842,4808,4373,422,603,"$1,411,645.00",$273.57,August,2020,$340.99
Bell,24983,58115,8453,20372,24990,1760,2540,"$6,642,423.00",$265.88,August,2020,$331.41
Blanco,285,549,78,144,228,28,71,"$57,855.00",$203.00,August,2020,$253.03
Burnet,1907,4210,571,1437,1684,190,328,"$467,643.00",$245.22,August,2020,$305.66
Caldwell,2823,6715,1034,2568,2482,225,406,"$764,661.00",$270.87,August,2020,$337.63
Coryell,3926,9259,1338,3200,3999,313,409,"$1,011,321.00",$257.60,August,2020,$321.09
Falls,1441,2983,415,936,1231,146,255,"$321,730.00",$223.27,August,2020,$278.30
Fayette,947,2070,303,698,809,78,182,"$220,794.00",$233.15,August,2020,$290.61
Freestone,1210,2613,332,854,1116,96,215,"$292,509.00",$241.74,August,2020,$301.32
Gillespie,625,1470,214,530,564,44,118,"$156,749.00",$250.80,August,2020,$312.61
Hays,7214,16723,2545,6084,6803,442,849,"$1,942,791.00",$269.31,August,2020,$335.68
Lampasas,1185,2589,324,773,1196,112,184,"$284,273.00",$239.89,August,2020,$299.01
Lee,925,2068,316,732,821,77,122,"$220,104.00",$237.95,August,2020,$296.59
Limestone,1819,3967,534,1338,1651,152,292,"$422,260.00",$232.14,August,2020,$289.35
Llano,1003,2111,276,622,901,98,214,"$222,164.00",$221.50,August,2020,$276.09
McLennan,17184,37932,5626,13057,15781,1348,2120,"$4,253,927.00",$247.55,August,2020,$308.56
Milam,1946,4257,514,1429,1775,193,346,"$460,242.00",$236.51,August,2020,$294.80
Mills,196,427,59,126,192,20,30,"$45,251.00",$230.87,August,2020,$287.77
San Saba,380,826,102,267,343,33,81,"$91,009.00",$239.50,August,2020,$298.53
Travis,49112,101773,15526,37290,39349,3379,6229,"$12,486,504.00",$254.25,August,2020,$316.91
Williamson,13547,31928,4694,11692,12681,791,2070,"$3,710,457.00",$273.90,August,2020,$341.40
Bastrop,5216,12245,1865,4903,4434,431,612,"$1,441,267.00",$276.32,September,2020,$343.94
Bell,25245,58806,8588,20584,25284,1788,2562,"$6,721,187.00",$266.24,September,2020,$331.39
Blanco,290,553,75,147,226,29,76,"$59,313.00",$204.53,September,2020,$254.58
Burnet,1932,4278,580,1458,1717,193,330,"$474,368.00",$245.53,September,2020,$305.62
Caldwell,2851,6747,1041,2544,2526,229,407,"$778,942.00",$273.22,September,2020,$340.08
Coryell,3994,9415,1358,3242,4083,317,415,"$1,030,083.00",$257.91,September,2020,$321.03
Falls,1469,3041,420,954,1258,148,261,"$329,894.00",$224.57,September,2020,$279.53
Fayette,967,2110,298,716,827,78,191,"$225,499.00",$233.19,September,2020,$290.26
Freestone,1230,2653,343,864,1137,95,214,"$301,619.00",$245.22,September,2020,$305.23
Gillespie,635,1512,218,555,573,44,122,"$160,803.00",$253.23,September,2020,$315.20
Hays,7337,17102,2579,6257,6957,448,861,"$1,981,046.00",$270.01,September,2020,$336.09
Lampasas,1214,2688,338,814,1235,114,187,"$295,254.00",$243.21,September,2020,$302.73
Lee,931,2071,313,736,818,81,123,"$219,329.00",$235.58,September,2020,$293.23
Limestone,1858,4050,545,1364,1697,154,290,"$437,724.00",$235.59,September,2020,$293.24
Llano,1031,2158,273,637,923,104,221,"$228,341.00",$221.48,September,2020,$275.68
McLennan,17488,38522,5696,13194,16119,1346,2167,"$4,328,772.00",$247.53,September,2020,$308.11
Milam,1949,4250,503,1446,1758,197,346,"$461,016.00",$236.54,September,2020,$294.43
Mills,194,430,61,129,192,17,31,"$45,906.00",$236.63,September,2020,$294.54
San Saba,387,845,104,274,353,35,79,"$91,784.00",$237.17,September,2020,$295.21
Travis,49751,103178,15674,37829,39995,3414,6266,"$12,709,791.00",$255.47,September,2020,$317.99
Williamson,13835,32763,4814,12026,13017,818,2088,"$3,794,093.00",$274.24,September,2020,$341.35
Bastrop,5038,11850,1790,4767,4258,422,613,"$1,395,858.00",$277.07,October,2020,$344.73
Bell,24325,57112,8461,20112,24301,1731,2507,"$6,560,696.00",$269.71,October,2020,$335.57
Blanco,266,498,70,132,197,27,72,"$52,834.00",$198.62,October,2020,$247.12
Burnet,1875,4207,581,1439,1674,188,325,"$459,602.00",$245.12,October,2020,$304.98
Caldwell,2774,6565,1003,2470,2472,216,404,"$764,378.00",$275.55,October,2020,$342.84
Coryell,3875,9189,1327,3181,3953,313,415,"$1,007,465.00",$259.99,October,2020,$323.48
Falls,1414,2925,409,908,1205,141,262,"$316,767.00",$224.02,October,2020,$278.73
Fayette,925,2041,295,695,783,76,192,"$218,815.00",$236.56,October,2020,$294.33
Freestone,1189,2574,316,867,1091,91,209,"$287,349.00",$241.67,October,2020,$300.69
Gillespie,608,1476,219,546,544,45,122,"$152,970.00",$251.60,October,2020,$313.04
Hays,7029,16530,2530,6092,6623,441,844,"$1,906,945.00",$271.30,October,2020,$337.55
Lampasas,1187,2626,334,794,1193,117,188,"$295,056.00",$248.57,October,2020,$309.27
Lee,904,2024,312,723,786,79,124,"$218,412.00",$241.61,October,2020,$300.61
Limestone,1804,3924,534,1309,1641,158,282,"$429,506.00",$238.09,October,2020,$296.23
Llano,1021,2155,277,630,919,109,220,"$232,821.00",$228.03,October,2020,$283.72
McLennan,16926,37505,5575,12921,15567,1316,2126,"$4,217,070.00",$249.15,October,2020,$309.99
Milam,1913,4188,496,1421,1726,198,347,"$453,482.00",$237.05,October,2020,$294.94
Mills,194,425,59,131,188,16,31,"$46,836.00",$241.42,October,2020,$300.38
San Saba,363,780,95,252,327,29,77,"$88,921.00",$244.96,October,2020,$304.78
Travis,47683,99541,15277,36747,38031,3333,6153,"$12,237,181.00",$256.64,October,2020,$319.31
Williamson,13280,31733,4713,11711,12460,784,2065,"$3,633,200.00",$273.58,October,2020,$340.39
Bastrop,4831,11319,1730,4496,4093,396,604,"$1,355,130.00",$280.51,November,2020,$349.23
Bell,23593,55323,8156,19526,23449,1702,2490,"$6,436,900.00",$272.83,November,2020,$339.66
Blanco,247,451,64,114,182,23,68,"$50,619.00",$204.94,November,2020,$255.14
Burnet,1805,4057,554,1388,1604,185,326,"$456,137.00",$252.71,November,2020,$314.62
Caldwell,2650,6262,970,2356,2336,209,391,"$743,382.00",$280.52,November,2020,$349.24
Coryell,3738,8839,1280,3043,3795,309,412,"$984,204.00",$263.30,November,2020,$327.80
Falls,1383,2920,410,933,1182,137,258,"$313,706.00",$226.83,November,2020,$282.40
Fayette,916,2013,288,682,776,77,190,"$215,255.00",$234.99,November,2020,$292.55
Freestone,1164,2529,317,842,1071,96,203,"$283,562.00",$243.61,November,2020,$303.29
Gillespie,582,1398,206,509,518,44,121,"$146,765.00",$252.17,November,2020,$313.94
Hays,6780,15879,2432,5840,6358,426,823,"$1,868,168.00",$275.54,November,2020,$343.04
Lampasas,1143,2510,323,749,1150,117,171,"$287,295.00",$251.35,November,2020,$312.92
Lee,874,1974,310,706,762,79,117,"$220,447.00",$252.23,November,2020,$314.02
Limestone,1761,3848,526,1296,1599,161,266,"$419,517.00",$238.23,November,2020,$296.59
Llano,1001,2111,260,622,903,103,223,"$229,213.00",$228.98,November,2020,$285.07
McLennan,16389,36146,5386,12377,15008,1278,2097,"$4,111,647.00",$250.88,November,2020,$312.34
Milam,1881,4055,460,1370,1680,194,351,"$441,087.00",$234.50,November,2020,$291.94
Mills,184,397,50,125,174,18,30,"$44,197.00",$240.20,November,2020,$299.04
San Saba,353,764,85,259,311,30,79,"$89,312.00",$253.01,November,2020,$314.99
Travis,45814,95261,14444,34932,36579,3257,6049,"$11,886,742.00",$259.46,November,2020,$323.02
Williamson,12768,30449,4509,11206,11935,776,2023,"$3,541,305.00",$277.36,November,2020,$345.30
Bastrop,4780,11164,1708,4394,4059,397,606,"$1,327,552.00",$277.73,December,2020,$345.44
Bell,23292,54634,7996,19352,23124,1671,2491,"$6,281,765.00",$269.70,December,2020,$335.45
Blanco,247,465,66,125,184,24,66,"$50,195.00",$203.22,December,2020,$252.76
Burnet,1754,3886,517,1319,1548,180,322,"$433,990.00",$247.43,December,2020,$307.75
Caldwell,2601,6160,942,2314,2308,203,393,"$715,254.00",$274.99,December,2020,$342.03
Coryell,3710,8817,1277,3045,3776,307,412,"$967,671.00",$260.83,December,2020,$324.42
Falls,1349,2846,402,906,1143,130,265,"$304,150.00",$225.46,December,2020,$280.43
Fayette,902,1974,266,683,768,70,187,"$206,984.00",$229.47,December,2020,$285.41
Freestone,1156,2503,318,834,1048,98,205,"$279,285.00",$241.60,December,2020,$300.50
Gillespie,569,1358,201,486,509,41,121,"$140,794.00",$247.44,December,2020,$307.76
Hays,6634,15527,2355,5730,6208,416,818,"$1,808,689.00",$272.64,December,2020,$339.11
Lampasas,1118,2467,323,745,1109,117,173,"$279,752.00",$250.23,December,2020,$311.23
Lee,881,1994,306,722,765,81,120,"$218,834.00",$248.39,December,2020,$308.95
Limestone,1739,3783,496,1283,1581,159,264,"$405,165.00",$232.99,December,2020,$289.79
Llano,972,2017,250,584,858,104,221,"$221,196.00",$227.57,December,2020,$283.05
McLennan,16162,35651,5283,12255,14748,1294,2071,"$4,007,938.00",$247.99,December,2020,$308.45
Milam,1855,3987,448,1335,1661,195,348,"$431,920.00",$232.84,December,2020,$289.60
Mills,173,381,48,121,164,17,31,"$41,199.00",$238.14,December,2020,$296.20
San Saba,344,744,82,248,305,28,81,"$84,587.00",$245.89,December,2020,$305.84
Travis,45142,93797,14175,34286,36171,3178,5987,"$11,583,367.00",$256.60,December,2020,$319.16
Williamson,12618,30021,4418,11039,11774,776,2014,"$3,455,408.00",$273.85,December,2020,$340.61
Bastrop,4602,10768,1662,4290,3829,390,597,"$1,264,783.00",$274.83,January,2021,$340.38
Bell,22442,52629,7673,18680,22196,1629,2451,"$5,970,037.00",$266.02,January,2021,$329.47
Blanco,244,464,64,121,192,21,66,"$51,153.00",$209.64,January,2021,$259.64
Burnet,1689,3760,504,1280,1485,172,319,"$414,814.00",$245.60,January,2021,$304.18
Caldwell,2465,5863,896,2206,2184,198,379,"$674,923.00",$273.80,January,2021,$339.11
Coryell,3572,8517,1241,2942,3634,295,405,"$921,784.00",$258.06,January,2021,$319.61
Falls,1309,2774,392,890,1103,127,262,"$291,268.00",$222.51,January,2021,$275.58
Fayette,852,1853,256,628,713,72,184,"$190,743.00",$223.88,January,2021,$277.28
Freestone,1113,2413,310,798,1015,91,199,"$265,338.00",$238.40,January,2021,$295.26
Gillespie,542,1279,202,442,479,38,118,"$127,055.00",$234.42,January,2021,$290.34
Hays,6321,14882,2256,5513,5924,393,796,"$1,708,445.00",$270.28,January,2021,$334.75
Lampasas,1080,2372,308,719,1061,110,174,"$264,683.00",$245.08,January,2021,$303.54
Lee,836,1929,303,713,714,77,122,"$211,236.00",$252.67,January,2021,$312.94
Limestone,1661,3600,481,1213,1497,158,251,"$381,721.00",$229.81,January,2021,$284.63
Llano,932,1933,233,569,808,104,219,"$205,700.00",$220.71,January,2021,$273.35
McLennan,15404,34092,5046,11822,13934,1244,2046,"$3,768,538.00",$244.65,January,2021,$303.01
Milam,1803,3857,422,1288,1605,196,346,"$415,138.00",$230.25,January,2021,$285.17
Mills,161,351,44,109,151,18,29,"$37,390.00",$232.24,January,2021,$287.64
San Saba,319,692,80,224,285,27,76,"$78,310.00",$245.49,January,2021,$304.05
Travis,43078,89865,13616,33032,34319,3069,5829,"$10,973,978.00",$254.75,January,2021,$315.51
Williamson,11999,28628,4257,10544,11093,757,1977,"$3,251,912.00",$271.02,January,2021,$335.67
Bastrop,4470,10496,1623,4194,3715,368,596,"$1,452,786.00",$325.01,February ,2021,$400.34
Bell,21720,50787,7333,18058,21389,1594,2413,"$6,764,981.00",$311.46,February ,2021,$383.65
Blanco,228,441,56,121,177,23,64,"$56,978.00",$249.90,February ,2021,$307.82
Burnet,1607,3589,491,1222,1398,163,315,"$465,695.00",$289.79,February ,2021,$356.96
Caldwell,2415,5691,862,2147,2112,200,370,"$772,059.00",$319.69,February ,2021,$393.79
Coryell,3449,8260,1176,2878,3526,285,395,"$1,056,338.00",$306.27,February ,2021,$377.26
Falls,1271,2699,388,872,1059,123,257,"$335,615.00",$264.06,February ,2021,$325.26
Fayette,825,1784,257,593,692,65,177,"$224,654.00",$272.31,February ,2021,$335.43
Freestone,1064,2306,293,773,960,85,195,"$297,060.00",$279.19,February ,2021,$343.90
Gillespie,535,1261,195,440,471,38,117,"$146,464.00",$273.76,February ,2021,$337.21
Hays,6118,14425,2171,5365,5719,393,777,"$1,953,280.00",$319.27,February ,2021,$393.27
Lampasas,1050,2295,290,701,1025,105,174,"$308,565.00",$293.87,February ,2021,$361.98
Lee,832,1895,299,686,709,82,119,"$244,229.00",$293.54,February ,2021,$361.58
Limestone,1599,3479,449,1191,1441,152,246,"$435,152.00",$272.14,February ,2021,$335.22
Llano,904,1883,226,560,779,106,212,"$240,351.00",$265.88,February ,2021,$327.51
McLennan,15007,33256,4885,11580,13548,1230,2013,"$4,338,504.00",$289.10,February ,2021,$356.11
Milam,1754,3749,410,1243,1559,197,340,"$475,417.00",$271.05,February ,2021,$333.87
Mills,166,364,44,115,157,19,29,"$46,701.00",$281.33,February ,2021,$346.54
San Saba,303,651,75,207,265,27,77,"$88,202.00",$291.10,February ,2021,$358.57
Travis,41691,87113,13242,32017,33147,2980,5727,"$12,433,990.00",$298.24,February ,2021,$367.37
Williamson,11539,27518,4042,10146,10666,728,1936,"$3,661,122.00",$317.28,February ,2021,$390.82
Bastrop,4381,10298,1581,4130,3627,372,588,"$1,413,272.00",$322.59,March,2021,$394.57
Bell,21109,49408,7093,17716,20653,1563,2383,"$6,485,164.00",$307.22,March,2021,$375.77
Blanco,225,431,58,113,176,20,64,"$54,929.00",$244.13,March,2021,$298.60
Burnet,1546,3402,454,1156,1324,161,307,"$430,835.00",$278.68,March,2021,$340.86
Caldwell,2384,5642,863,2141,2060,201,377,"$758,789.00",$318.28,March,2021,$389.29
Coryell,3383,8106,1166,2815,3459,272,394,"$1,023,455.00",$302.53,March,2021,$370.03
Falls,1273,2721,387,899,1050,121,264,"$338,220.00",$265.69,March,2021,$324.97
Fayette,819,1796,252,618,683,65,178,"$220,515.00",$269.25,March,2021,$329.32
Freestone,1063,2329,318,779,953,88,191,"$297,592.00",$279.95,March,2021,$342.41
Gillespie,497,1160,170,414,422,38,116,"$134,879.00",$271.39,March,2021,$331.94
Hays,5872,13881,2084,5200,5436,366,795,"$1,853,940.00",$315.73,March,2021,$386.18
Lampasas,1024,2237,289,679,993,107,169,"$293,748.00",$286.86,March,2021,$350.86
Lee,819,1869,297,674,701,82,115,"$236,769.00",$289.10,March,2021,$353.60
Limestone,1571,3409,444,1156,1416,148,245,"$425,893.00",$271.10,March,2021,$331.59
Llano,869,1816,228,537,748,97,206,"$226,389.00",$260.52,March,2021,$318.65
McLennan,14722,32602,4786,11368,13203,1237,2008,"$4,218,796.00",$286.56,March,2021,$350.50
Milam,1726,3682,396,1222,1527,196,341,"$458,497.00",$265.64,March,2021,$324.91
Mills,161,343,38,104,156,18,27,"$42,123.00",$261.63,March,2021,$320.00
San Saba,296,633,74,200,258,26,75,"$82,002.00",$277.03,March,2021,$338.84
Travis,40537,84704,12792,31314,31969,2944,5685,"$11,954,460.00",$294.90,March,2021,$360.70
Williamson,11070,26331,3861,9744,10097,703,1926,"$3,423,753.00",$309.28,March,2021,$378.29
Bastrop,4585,10777,1641,4347,3790,383,616,"$1,490,590.00",$325.10,April ,2021,$394.39
Bell,21900,51260,7314,18399,21442,1634,2471,"$6,794,721.00",$310.26,April ,2021,$376.39
Blanco,246,472,63,130,190,23,66,"$59,649.00",$242.48,April ,2021,$294.16
Burnet,1621,3564,478,1204,1394,172,316,"$460,446.00",$284.05,April ,2021,$344.59
Caldwell,2487,5916,900,2261,2154,211,390,"$798,382.00",$321.02,April ,2021,$389.44
Coryell,3509,8420,1202,2940,3587,282,409,"$1,074,366.00",$306.17,April ,2021,$371.43
Falls,1324,2803,387,925,1098,123,270,"$352,675.00",$266.37,April ,2021,$323.15
Fayette,856,1857,262,635,705,76,179,"$234,868.00",$274.38,April ,2021,$332.86
Freestone,1103,2417,329,807,990,93,198,"$312,742.00",$283.54,April ,2021,$343.98
Gillespie,510,1199,172,438,431,39,119,"$140,829.00",$276.14,April ,2021,$335.00
Hays,6204,14548,2155,5420,5749,397,827,"$1,958,094.00",$315.62,April ,2021,$382.89
Lampasas,1063,2334,289,737,1027,111,170,"$309,427.00",$291.09,April ,2021,$353.14
Lee,846,1946,302,716,725,85,118,"$254,884.00",$301.28,April ,2021,$365.50
Limestone,1621,3519,453,1196,1464,149,257,"$440,651.00",$271.84,April ,2021,$329.78
Llano,914,1908,248,547,798,100,215,"$238,296.00",$260.72,April ,2021,$316.29
McLennan,15352,33929,4980,11784,13806,1289,2070,"$4,435,973.00",$288.95,April ,2021,$350.54
Milam,1759,3785,420,1257,1555,203,350,"$481,370.00",$273.66,April ,2021,$331.99
Mills,167,352,38,108,158,18,30,"$45,002.00",$269.47,April ,2021,$326.91
San Saba,305,648,72,206,265,28,77,"$86,018.00",$282.03,April ,2021,$342.14
Travis,42560,88679,13328,32761,33633,3068,5889,"$12,629,563.00",$296.75,April ,2021,$360.00
Williamson,11578,27450,4000,10152,10579,722,1997,"$3,604,544.00",$311.33,April ,2021,$377.69
Bastrop,4496,10591,1640,4250,3716,382,603,"$1,455,138.00",$323.65,May ,2021,$389.51
Bell,21176,49627,7064,17871,20585,1644,2463,"$6,508,199.00",$307.34,May ,2021,$369.88
Blanco,240,460,61,130,177,27,65,"$58,705.00",$244.60,May ,2021,$294.38
Burnet,1595,3484,457,1175,1362,174,316,"$441,891.00",$277.05,May ,2021,$333.43
Caldwell,2444,5817,893,2216,2119,207,382,"$777,908.00",$318.29,May ,2021,$383.07
Coryell,3411,8202,1189,2841,3488,277,407,"$1,032,870.00",$302.81,May ,2021,$364.43
Falls,1301,2748,378,908,1069,124,269,"$346,192.00",$266.10,May ,2021,$320.25
Fayette,837,1799,250,613,680,76,180,"$226,525.00",$270.64,May ,2021,$325.71
Freestone,1065,2313,303,789,930,94,197,"$295,107.00",$277.10,May ,2021,$333.48
Gillespie,504,1156,164,410,423,40,119,"$135,843.00",$269.53,May ,2021,$324.38
Hays,6045,14078,2089,5210,5554,397,828,"$1,893,736.00",$313.27,May ,2021,$377.02
Lampasas,1054,2300,274,728,1019,104,175,"$306,032.00",$290.35,May ,2021,$349.44
Lee,814,1858,287,684,690,80,117,"$236,582.00",$290.64,May ,2021,$349.79
Limestone,1557,3371,429,1149,1389,149,255,"$416,173.00",$267.29,May ,2021,$321.69
Llano,883,1877,242,553,771,96,215,"$233,575.00",$264.52,May ,2021,$318.35
McLennan,15050,33103,4867,11424,13441,1292,2079,"$4,305,632.00",$286.09,May ,2021,$344.31
Milam,1730,3682,405,1222,1502,205,348,"$465,828.00",$269.26,May ,2021,$324.06
Mills,165,349,38,110,153,20,28,"$43,536.00",$263.85,May ,2021,$317.55
San Saba,301,632,73,195,260,28,76,"$82,446.00",$273.91,May ,2021,$329.65
Travis,41583,86147,12922,31687,32620,3056,5862,"$12,254,632.00",$294.70,May ,2021,$354.67
Williamson,11237,26639,3838,9908,10184,703,2006,"$3,488,863.00",$310.48,May ,2021,$373.66
Bastrop,4272,9938,1551,3947,3462,373,605,"$1,351,354.00",$316.33,June,2021,$377.20
Bell,19808,46065,6510,16547,19023,1586,2399,"$5,970,754.00",$301.43,June,2021,$359.43
Blanco,229,448,59,133,164,26,66,"$56,386.00",$246.23,June,2021,$293.61
Burnet,1467,3101,401,1000,1228,164,308,"$387,184.00",$263.93,June,2021,$314.71
Caldwell,2299,5404,832,2043,1951,199,379,"$713,924.00",$310.54,June,2021,$370.29
Coryell,3200,7563,1072,2601,3217,268,405,"$934,060.00",$291.89,June,2021,$348.06
Falls,1246,2591,362,833,1017,111,268,"$323,282.00",$259.46,June,2021,$309.38
Fayette,802,1715,233,585,654,69,174,"$212,882.00",$265.44,June,2021,$316.51
Freestone,1005,2132,290,698,852,94,198,"$266,333.00",$265.01,June,2021,$316.00
Gillespie,470,1032,143,353,379,39,118,"$119,732.00",$254.75,June,2021,$303.77
Hays,5615,12950,1949,4737,5058,394,812,"$1,708,962.00",$304.36,June,2021,$362.92
Lampasas,1011,2198,252,712,957,103,174,"$285,890.00",$282.78,June,2021,$337.19
Lee,739,1637,238,612,595,80,112,"$205,644.00",$278.27,June,2021,$331.82
Limestone,1479,3131,395,1044,1293,152,247,"$380,380.00",$257.19,June,2021,$306.68
Llano,832,1769,221,526,720,87,215,"$219,739.00",$264.11,June,2021,$314.93
McLennan,14258,30996,4484,10656,12542,1272,2042,"$3,985,139.00",$279.50,June,2021,$333.28
Milam,1638,3437,382,1108,1400,199,348,"$427,571.00",$261.03,June,2021,$311.26
Mills,150,317,34,101,140,17,25,"$38,456.00",$256.37,June,2021,$305.70
San Saba,295,614,68,186,256,28,76,"$77,914.00",$264.12,June,2021,$314.94
Travis,38688,79546,11864,29124,29867,2897,5794,"$11,136,667.00",$287.86,June,2021,$343.25
Williamson,10470,24581,3591,9023,9317,672,1978,"$3,158,565.00",$301.68,June,2021,$359.73
Bastrop,4183,9600,1479,3773,3365,365,618,"$1,311,483.00",$313.53,July,2021,$372.07
Bell,19638,45369,6398,16123,18828,1587,2433,"$5,842,944.00",$297.53,July,2021,$353.09
Blanco,218,407,49,113,155,24,66,"$50,974.00",$233.83,July,2021,$277.48
Burnet,1450,3067,395,1001,1196,160,315,"$376,298.00",$259.52,July,2021,$307.97
Caldwell,2277,5346,829,1991,1937,204,385,"$701,931.00",$308.27,July,2021,$365.83
Coryell,3180,7461,1049,2535,3203,273,401,"$907,408.00",$285.35,July,2021,$338.63
Falls,1244,2581,370,814,1020,115,262,"$319,189.00",$256.58,July,2021,$304.49
Fayette,818,1726,237,571,665,76,177,"$213,997.00",$261.61,July,2021,$310.46
Freestone,1024,2162,297,691,871,100,203,"$267,760.00",$261.48,July,2021,$310.31
Gillespie,462,1009,154,330,369,40,116,"$116,883.00",$252.99,July,2021,$300.23
Hays,5552,12743,1900,4644,5001,380,818,"$1,658,204.00",$298.67,July,2021,$354.44
Lampasas,995,2122,251,664,925,108,174,"$274,041.00",$275.42,July,2021,$326.84
Lee,744,1623,237,592,604,80,110,"$203,303.00",$273.26,July,2021,$324.28
Limestone,1494,3155,409,1034,1317,150,245,"$378,678.00",$253.47,July,2021,$300.79
Llano,809,1669,205,484,678,87,215,"$207,461.00",$256.44,July,2021,$304.32
McLennan,13985,30287,4387,10364,12211,1275,2050,"$3,860,623.00",$276.05,July,2021,$327.60
Milam,1632,3379,377,1070,1377,201,354,"$419,307.00",$256.93,July,2021,$304.90
Mills,145,294,29,89,136,16,24,"$36,257.00",$250.05,July,2021,$296.74
San Saba,293,605,64,180,253,30,78,"$75,166.00",$256.54,July,2021,$304.44
Travis,38414,78231,11678,28296,29524,2909,5824,"$10,896,057.00",$283.65,July,2021,$336.61
Williamson,10442,24386,3551,8883,9263,681,2008,"$3,106,239.00",$297.48,July,2021,$353.02
Bastrop,4194,9631,1480,3795,3361,373,622,"$1,320,954.00",$314.96,August,2021,$373.00
Bell,19800,45828,6509,16293,18955,1600,2471,"$5,919,966.00",$298.99,August,2021,$354.08
Blanco,231,440,61,114,171,26,68,"$53,447.00",$231.37,August,2021,$274.01
Burnet,1478,3150,424,1010,1238,166,312,"$388,348.00",$262.75,August,2021,$311.17
Caldwell,2253,5312,820,1993,1907,200,392,"$697,856.00",$309.75,August,2021,$366.82
Coryell,3206,7505,1064,2544,3207,284,406,"$923,310.00",$287.99,August,2021,$341.06
Falls,1241,2576,367,811,1016,118,264,"$324,564.00",$261.53,August,2021,$309.73
Fayette,815,1718,239,564,658,78,179,"$217,125.00",$266.41,August,2021,$315.50
Freestone,1012,2154,290,696,869,100,199,"$273,022.00",$269.78,August,2021,$319.50
Gillespie,471,1029,158,330,385,36,120,"$120,753.00",$256.38,August,2021,$303.62
Hays,5593,12875,1928,4694,5042,372,839,"$1,701,591.00",$304.24,August,2021,$360.30
Lampasas,999,2146,267,666,924,108,181,"$275,584.00",$275.86,August,2021,$326.69
Lee,754,1675,238,633,615,76,113,"$210,163.00",$278.73,August,2021,$330.09
Limestone,1513,3180,409,1045,1321,151,254,"$396,394.00",$261.99,August,2021,$310.27
Llano,815,1680,205,494,671,94,216,"$206,987.00",$253.97,August,2021,$300.77
McLennan,13987,30265,4389,10335,12199,1275,2067,"$3,873,652.00",$276.95,August,2021,$327.98
Milam,1633,3415,386,1098,1385,200,346,"$422,603.00",$258.79,August,2021,$306.48
Mills,155,321,39,96,142,17,27,"$37,018.00",$238.83,August,2021,$282.83
