county_name,number_of_cases,eligible_individuals,individuals_under_5,individuals_5-17,individuals_18-59,individuals_60-64,individuals_over_64,total_snap_payments,avg_snap_payment,month,year,payment_inflation_adjusted
Lee,796,1741,278,610,595,96,162,"$278,341.00",$349.67,January,2024,$367.31
Limestone,1451,3028,390,992,1114,162,370,"$470,505.00",$324.26,January,2024,$340.62
Llano,856,1660,183,493,570,121,293,"$239,240.00",$279.49,January,2024,$293.59
McLennan,13898,29885,4199,10320,11163,1399,2804,"$4,842,929.00",$348.46,January,2024,$366.04
Milam,1620,3398,418,1122,1223,218,417,"$531,662.00",$328.19,January,2024,$344.74
Mills,176,350,39,104,140,19,48,"$52,021.00",$295.57,January,2024,$310.48
San Saba,277,624,66,215,226,23,94,"$91,999.00",$332.13,January,2024,$348.88
Travis,36788,73114,11314,25159,25834,3395,7412,"$13,159,472.00",$357.71,January,2024,$375.76
Williamson,10908,24293,3434,8563,8737,869,2690,"$4,093,054.00",$375.23,January,2024,$394.16
Bastrop,4596,10474,1746,4158,3259,439,872,"$1,835,507.00",$399.37,February,2024,$416.94
Bell,19045,43738,6086,15814,16504,1857,3477,"$7,209,882.00",$378.57,February,2024,$395.22
Blanco,265,519,60,166,169,30,94,"$80,119.00",$302.34,February,2024,$315.63
Burnet,1481,3025,382,979,1058,173,433,"$485,269.00",$327.66,February,2024,$342.08
Caldwell,2299,5326,892,1959,1737,232,506,"$906,541.00",$394.32,February,2024,$411.66
Coryell,3123,7341,1052,2521,2873,301,594,"$1,134,437.00",$363.25,February,2024,$379.23
Falls,1207,2521,346,802,886,150,337,"$394,928.00",$327.20,February,2024,$341.59
Fayette,796,1634,201,539,597,69,228,"$256,918.00",$322.76,February,2024,$336.96
Freestone,1039,2182,287,738,782,124,251,"$344,032.00",$331.12,February,2024,$345.68
Gillespie,437,934,144,294,297,52,147,"$135,548.00",$310.18,February,2024,$323.82
Hays,6037,13686,2124,4976,4975,428,1183,"$2,309,357.00",$382.53,February,2024,$399.36
Lampasas,949,1913,211,585,739,136,242,"$309,402.00",$326.03,February,2024,$340.37
Lee,797,1731,274,613,583,100,161,"$287,067.00",$360.18,February,2024,$376.03
Limestone,1428,2934,361,959,1084,161,369,"$452,554.00",$316.91,February,2024,$330.85
Llano,861,1663,194,476,573,120,300,"$243,361.00",$282.65,February,2024,$295.08
McLennan,13942,29839,4147,10287,11189,1393,2823,"$4,869,354.00",$349.26,February,2024,$364.62
Milam,1619,3342,416,1071,1205,221,429,"$531,318.00",$328.18,February,2024,$342.61
Mills,184,366,41,110,147,20,48,"$54,913.00",$298.44,February,2024,$311.57
San Saba,277,622,64,209,235,22,92,"$89,848.00",$324.36,February,2024,$338.63
Travis,36969,73250,11325,25166,25822,3480,7457,"$13,360,418.00",$361.40,February,2024,$377.29
Williamson,10988,24422,3432,8594,8805,863,2728,"$4,137,770.00",$376.57,February,2024,$393.14
Bastrop,4609,10480,1737,4163,3243,447,890,"$1,820,579.00",$395.01,March,2024,$409.73
Bell,19115,43671,6117,15629,16525,1866,3534,"$7,186,087.00",$375.94,March,2024,$389.96
Blanco,276,524,67,152,176,34,95,"$80,486.00",$291.62,March,2024,$302.49
Burnet,1480,2998,379,965,1040,172,442,"$475,709.00",$321.43,March,2024,$333.41
Caldwell,2329,5386,895,1969,1773,235,514,"$910,675.00",$391.02,March,2024,$405.59
Coryell,3109,7238,1019,2461,2855,301,602,"$1,114,632.00",$358.52,March,2024,$371.88
Falls,1207,2500,335,792,880,147,346,"$382,043.00",$316.52,March,2024,$328.32
Fayette,798,1638,222,532,588,66,230,"$260,485.00",$326.42,March,2024,$338.59
Freestone,1032,2135,273,724,764,122,252,"$335,388.00",$324.99,March,2024,$337.10
Gillespie,435,949,138,319,288,53,151,"$132,560.00",$304.74,March,2024,$316.10
Hays,6026,13584,2094,4906,4947,432,1205,"$2,284,784.00",$379.15,March,2024,$393.29
Lampasas,949,1914,214,585,732,136,247,"$306,765.00",$323.25,March,2024,$335.30
Lee,808,1762,281,627,590,99,165,"$287,432.00",$355.73,March,2024,$368.99
Limestone,1412,2905,359,955,1061,159,371,"$441,947.00",$312.99,March,2024,$324.66
Llano,862,1646,189,468,575,117,297,"$240,943.00",$279.52,March,2024,$289.94
McLennan,13933,29825,4187,10289,11096,1396,2857,"$4,875,575.00",$349.93,March,2024,$362.98
Milam,1618,3324,406,1066,1199,224,429,"$526,118.00",$325.17,March,2024,$337.29
Mills,182,350,35,106,140,20,49,"$51,984.00",$285.63,March,2024,$296.27
San Saba,269,588,66,192,218,23,89,"$86,849.00",$322.86,March,2024,$334.90
Travis,37142,73114,11317,24897,25854,3499,7547,"$13,350,448.00",$359.44,March,2024,$372.84
Williamson,11043,24418,3432,8536,8831,858,2761,"$4,149,843.00",$375.79,March,2024,$389.80
Bastrop,4616,10477,1756,4155,3223,445,898,"$1,827,831.00",$395.98,April ,2024,$409.15
Bell,19144,43460,6036,15548,16420,1885,3571,"$7,246,134.00",$378.51,April ,2024,$391.10
Blanco,274,541,74,164,172,33,98,"$85,083.00",$310.52,April ,2024,$320.85
Burnet,1478,2986,381,948,1033,174,450,"$475,825.00",$321.94,April ,2024,$332.65
Caldwell,2356,5440,882,2010,1780,242,526,"$918,700.00",$389.94,April ,2024,$402.91
Coryell,3142,7259,993,2477,2858,308,623,"$1,118,024.00",$355.83,April ,2024,$367.67
Falls,1200,2487,333,787,878,145,344,"$381,123.00",$317.60,April ,2024,$328.17
Fayette,801,1621,224,510,589,68,230,"$261,767.00",$326.80,April ,2024,$337.67
Freestone,1043,2141,271,724,768,124,254,"$333,330.00",$319.59,April ,2024,$330.22
Gillespie,425,914,139,289,279,56,151,"$128,936.00",$303.38,April ,2024,$313.47
Hays,6104,13828,2130,5006,5033,444,1215,"$2,330,688.00",$381.83,April ,2024,$394.53
Lampasas,970,1942,209,603,737,140,253,"$313,620.00",$323.32,April ,2024,$334.07
Lee,831,1827,291,654,614,103,165,"$302,592.00",$364.13,April ,2024,$376.24
Limestone,1400,2851,358,914,1055,155,369,"$442,679.00",$316.20,April ,2024,$326.72
Llano,870,1661,185,476,573,126,301,"$245,208.00",$281.85,April ,2024,$291.22
McLennan,13935,29703,4177,10199,11049,1392,2886,"$4,900,671.00",$351.68,April ,2024,$363.38
Milam,1618,3296,403,1046,1191,224,432,"$525,106.00",$324.54,April ,2024,$335.33
Mills,183,346,35,105,138,18,50,"$51,865.00",$283.42,April ,2024,$292.84
San Saba,273,600,66,197,221,23,93,"$91,036.00",$333.47,April ,2024,$344.56
Travis,37512,73526,11465,24810,26083,3514,7654,"$13,526,126.00",$360.58,April ,2024,$372.57
Williamson,11152,24563,3502,8515,8866,867,2813,"$4,208,940.00",$377.42,April ,2024,$389.97
Bastrop,4610,10396,1728,4111,3197,449,911,"$1,836,894.00",$398.46,May,2024,$411.03
Bell,19174,43479,6027,15558,16384,1902,3608,"$7,230,128.00",$377.08,May,2024,$388.97
Blanco,266,508,65,144,168,33,98,"$78,339.00",$294.51,May,2024,$303.80
Burnet,1462,2961,370,952,1030,165,444,"$469,691.00",$321.27,May,2024,$331.40
Caldwell,2354,5408,878,2000,1752,241,537,"$914,633.00",$388.54,May,2024,$400.80
Coryell,3114,7208,983,2463,2824,308,630,"$1,123,097.00",$360.66,May,2024,$372.04
Falls,1177,2381,317,727,843,155,339,"$369,414.00",$313.86,May,2024,$323.76
Fayette,810,1652,220,531,593,73,235,"$263,044.00",$324.75,May,2024,$334.99
Freestone,1048,2172,280,737,773,121,261,"$340,492.00",$324.90,May,2024,$335.15
Gillespie,445,967,147,318,296,51,155,"$138,154.00",$310.46,May,2024,$320.25
Hays,6099,13835,2121,5015,5026,455,1218,"$2,330,815.00",$382.16,May,2024,$394.22
Lampasas,977,1988,216,623,754,142,253,"$323,211.00",$330.82,May,2024,$341.26
Lee,812,1784,283,629,604,102,166,"$292,987.00",$360.82,May,2024,$372.20
Limestone,1414,2867,370,912,1052,154,379,"$446,339.00",$315.66,May,2024,$325.61
Llano,885,1693,191,489,578,128,307,"$254,393.00",$287.45,May,2024,$296.52
McLennan,13887,29496,4161,10085,10920,1397,2933,"$4,864,266.00",$350.27,May,2024,$361.32
Milam,1577,3195,377,1014,1148,227,429,"$507,390.00",$321.74,May,2024,$331.89
Mills,186,340,32,100,140,18,50,"$51,348.00",$276.06,May,2024,$284.77
San Saba,274,585,71,182,213,24,95,"$88,423.00",$322.71,May,2024,$332.89
Travis,37733,73618,11534,24627,26160,3557,7740,"$13,565,239.00",$359.51,May,2024,$370.85
Williamson,11227,24619,3481,8506,8877,892,2863,"$4,248,168.00",$378.39,May,2024,$390.32
Bastrop,4648,10503,1718,4158,3271,450,906,"$1,856,246.00",$399.36,June,2024,$411.82
Bell,19385,44130,6106,15821,16707,1883,3613,"$7,360,586.00",$379.71,June,2024,$391.55
Blanco,268,502,61,142,169,32,98,"$77,767.00",$290.18,June,2024,$299.23
Burnet,1468,2943,363,938,1028,167,447,"$465,270.00",$316.94,June,2024,$326.83
Caldwell,2369,5503,907,2054,1767,244,531,"$921,424.00",$388.95,June,2024,$401.08
Coryell,3135,7316,1000,2556,2840,305,615,"$1,136,224.00",$362.43,June,2024,$373.74
Falls,1185,2394,309,746,850,153,336,"$374,572.00",$316.09,June,2024,$325.96
Fayette,797,1646,225,533,588,69,231,"$267,904.00",$336.14,June,2024,$346.63
Freestone,1061,2184,285,735,779,127,258,"$352,634.00",$332.36,June,2024,$342.73
Gillespie,459,1000,160,326,307,50,157,"$146,544.00",$319.27,June,2024,$329.23
Hays,6079,13816,2138,4988,5009,461,1220,"$2,353,293.00",$387.12,June,2024,$399.19
Lampasas,978,2017,224,634,757,142,260,"$322,639.00",$329.90,June,2024,$340.19
Lee,808,1737,259,612,592,101,173,"$278,625.00",$344.83,June,2024,$355.59
Limestone,1460,2995,400,960,1093,161,381,"$474,028.00",$324.68,June,2024,$334.81
Llano,875,1659,183,475,563,128,310,"$253,370.00",$289.57,June,2024,$298.60
McLennan,13961,29630,4194,10089,11035,1384,2928,"$4,931,574.00",$353.24,June,2024,$364.26
Milam,1564,3147,370,987,1138,215,437,"$501,075.00",$320.38,June,2024,$330.38
Mills,191,357,35,104,151,18,49,"$52,782.00",$276.35,June,2024,$284.97
San Saba,277,579,65,182,213,24,95,"$89,303.00",$322.39,June,2024,$332.45
Travis,37829,73975,11568,24794,26299,3561,7753,"$13,695,974.00",$362.05,June,2024,$373.34
Williamson,11299,24958,3523,8729,8952,901,2853,"$4,306,882.00",$381.17,June,2024,$393.06
Bastrop,4664,10511,1710,4149,3298,443,911,"$1,867,832.00",$400.48,July,2024,$412.49
Bell,19648,45049,6232,16237,17048,1896,3636,"$7,551,982.00",$384.36,July,2024,$395.89
Blanco,274,533,69,159,176,29,100,"$81,446.00",$297.25,July,2024,$306.17
Burnet,1469,2967,362,950,1032,168,455,"$469,401.00",$319.54,July,2024,$329.12
Caldwell,2418,5677,943,2132,1824,241,537,"$950,984.00",$393.29,July,2024,$405.09
Coryell,3209,7527,1016,2647,2917,312,635,"$1,180,185.00",$367.77,July,2024,$378.81
Falls,1196,2456,313,779,878,149,337,"$383,293.00",$320.48,July,2024,$330.09
Fayette,802,1648,218,549,579,68,234,"$268,705.00",$335.04,July,2024,$345.09
Freestone,1068,2211,272,768,785,124,262,"$360,816.00",$337.84,July,2024,$347.98
Gillespie,472,1014,151,331,321,51,160,"$145,285.00",$307.81,July,2024,$317.04
Hays,6119,13983,2174,5108,5006,471,1224,"$2,403,219.00",$392.75,July,2024,$404.53
Lampasas,985,2070,237,664,768,139,262,"$334,768.00",$339.87,July,2024,$350.06
Lee,813,1709,247,600,583,103,176,"$276,763.00",$340.42,July,2024,$350.63
Limestone,1501,3058,393,985,1128,165,387,"$485,802.00",$323.65,July,2024,$333.36
Llano,870,1676,183,486,566,132,309,"$253,730.00",$291.64,July,2024,$300.39
McLennan,14167,30288,4307,10344,11288,1397,2952,"$5,075,949.00",$358.29,July,2024,$369.04
Milam,1581,3225,381,1025,1158,216,445,"$513,806.00",$324.99,July,2024,$334.74
Mills,192,362,36,105,150,20,51,"$55,821.00",$290.73,July,2024,$299.45
San Saba,280,585,68,182,210,24,101,"$90,793.00",$324.26,July,2024,$333.99
Travis,38314,75204,11799,25292,26686,3610,7817,"$14,018,797.00",$365.89,July,2024,$376.87
Williamson,11432,25241,3588,8802,9040,908,2903,"$4,381,649.00",$383.28,July,2024,$394.78
Bastrop,4860,11063,1816,4381,3476,458,932,"$1,959,419.00",$403.17,August,2024,$414.93
Bell,20297,46672,6566,16761,17727,1916,3702,"$7,814,622.00",$385.01,August,2024,$396.24
Blanco,268,529,67,163,173,28,98,"$81,721.00",$304.93,August,2024,$313.82
Burnet,1528,3160,403,1024,1101,172,460,"$499,016.00",$326.58,August,2024,$336.10
Caldwell,2497,5922,1003,2233,1902,242,542,"$990,555.00",$396.70,August,2024,$408.27
Coryell,3305,7879,1081,2801,3041,315,641,"$1,225,915.00",$370.93,August,2024,$381.74
Falls,1212,2492,324,786,896,150,336,"$396,666.00",$327.28,August,2024,$336.83
Fayette,808,1687,219,571,590,71,236,"$268,465.00",$332.26,August,2024,$341.95
Freestone,1105,2298,279,797,825,127,270,"$377,134.00",$341.30,August,2024,$351.25
Gillespie,485,1064,161,347,343,49,164,"$156,905.00",$323.52,August,2024,$332.95
Hays,6253,14460,2269,5296,5177,479,1239,"$2,468,891.00",$394.83,August,2024,$406.35
Lampasas,1009,2114,239,683,785,142,265,"$344,035.00",$340.97,August,2024,$350.91
Lee,821,1746,267,595,603,103,178,"$278,616.00",$339.36,August,2024,$349.26
Limestone,1547,3169,417,1022,1168,167,395,"$510,940.00",$330.28,August,2024,$339.91
Llano,900,1732,195,512,579,131,315,"$262,302.00",$291.45,August,2024,$299.95
McLennan,14447,31110,4410,10730,11569,1407,2994,"$5,182,351.00",$358.71,August,2024,$369.18
Milam,1619,3351,419,1064,1197,220,451,"$532,659.00",$329.00,August,2024,$338.60
Mills,194,365,39,102,154,20,50,"$57,606.00",$296.94,August,2024,$305.60
San Saba,289,612,72,193,219,26,102,"$94,760.00",$327.89,August,2024,$337.45
Travis,39636,78069,12279,26418,27759,3687,7926,"$14,566,966.00",$367.52,August,2024,$378.24
Williamson,11806,26289,3762,9243,9405,926,2953,"$4,562,739.00",$386.48,August,2024,$397.75
Bastrop,5008,11411,1918,4506,3587,459,941,"$2,027,647.00",$404.88,September,2024,$416.02
Bell,20999,48350,6831,17332,18487,1947,3753,"$8,114,350.00",$386.42,September,2024,$397.05
Blanco,266,526,62,167,177,26,94,"$79,700.00",$299.62,September,2024,$307.87
Burnet,1552,3199,397,1033,1124,170,475,"$506,375.00",$326.27,September,2024,$335.25
Caldwell,2596,6185,1063,2315,2016,241,550,"$1,042,391.00",$401.54,September,2024,$412.59
Coryell,3398,8124,1117,2903,3152,309,643,"$1,277,983.00",$376.10,September,2024,$386.45
Falls,1231,2560,336,832,906,152,334,"$404,884.00",$328.91,September,2024,$337.96
Fayette,834,1748,229,591,609,77,242,"$274,958.00",$329.69,September,2024,$338.76
Freestone,1141,2408,296,846,870,124,272,"$394,458.00",$345.71,September,2024,$355.22
Gillespie,501,1105,169,360,362,48,166,"$161,772.00",$322.90,September,2024,$331.78
Hays,6485,14969,2393,5414,5414,486,1262,"$2,535,191.00",$390.93,September,2024,$401.69
Lampasas,1040,2188,253,708,819,147,261,"$351,897.00",$338.36,September,2024,$347.67
Lee,819,1728,259,582,602,102,183,"$280,859.00",$342.93,September,2024,$352.36
Limestone,1607,3281,436,1058,1208,177,402,"$526,549.00",$327.66,September,2024,$336.67
Llano,945,1827,226,534,610,138,319,"$278,891.00",$295.12,September,2024,$303.24
McLennan,14652,31550,4467,10875,11751,1430,3027,"$5,224,619.00",$356.58,September,2024,$366.39
Milam,1645,3364,434,1044,1216,222,448,"$530,156.00",$322.28,September,2024,$331.15
Mills,210,408,50,115,169,21,53,"$62,447.00",$297.37,September,2024,$305.55
San Saba,302,635,75,194,233,28,105,"$96,087.00",$318.17,September,2024,$326.92
Travis,41299,81628,12947,27624,29276,3708,8073,"$15,244,501.00",$369.13,September,2024,$379.28
Williamson,12288,27424,3949,9680,9856,942,2997,"$4,753,678.00",$386.86,September,2024,$397.50
Bastrop,5169,11765,1987,4630,3725,463,960,"$2,103,466.00",$406.94,October ,2024,$417.65
Bell,21688,49951,7066,17888,19216,1959,3822,"$8,418,962.00",$388.19,October ,2024,$398.41
Blanco,282,566,69,179,193,27,98,"$88,001.00",$312.06,October ,2024,$320.28
Burnet,1604,3321,416,1073,1169,175,488,"$525,380.00",$327.54,October ,2024,$336.17
Caldwell,2682,6403,1116,2383,2084,255,565,"$1,097,204.00",$409.10,October ,2024,$419.87
Coryell,3512,8456,1177,3029,3286,311,653,"$1,340,425.00",$381.67,October ,2024,$391.72
Falls,1244,2580,343,825,924,155,333,"$417,364.00",$335.50,October ,2024,$344.34
Fayette,816,1704,235,574,571,82,242,"$270,128.00",$331.04,October ,2024,$339.76
Freestone,1154,2440,297,855,882,124,282,"$398,038.00",$344.92,October ,2024,$354.00
Gillespie,513,1133,178,365,378,45,167,"$166,536.00",$324.63,October ,2024,$333.18
Hays,6793,15685,2550,5674,5686,489,1286,"$2,691,947.00",$396.28,October ,2024,$406.72
Lampasas,1063,2241,267,711,848,146,269,"$362,585.00",$341.10,October ,2024,$350.08
Lee,819,1733,268,594,595,99,177,"$282,335.00",$344.73,October ,2024,$353.81
Limestone,1634,3343,444,1078,1231,179,411,"$541,427.00",$331.35,October ,2024,$340.08
Llano,990,1925,236,576,647,140,326,"$296,424.00",$299.42,October ,2024,$307.30
McLennan,14935,32109,4592,11021,11974,1433,3089,"$5,350,909.00",$358.28,October ,2024,$367.71
Milam,1705,3511,468,1090,1260,224,469,"$554,972.00",$325.50,October ,2024,$334.07
Mills,205,402,52,114,162,23,51,"$64,005.00",$312.22,October ,2024,$320.44
San Saba,315,670,78,208,246,30,108,"$101,129.00",$321.04,October ,2024,$329.50
Travis,42953,84714,13494,28501,30674,3796,8249,"$15,912,186.00",$370.46,October ,2024,$380.21
Williamson,12808,28755,4176,10188,10337,979,3075,"$4,985,921.00",$389.28,October ,2024,$399.53
Bastrop,5230,11937,2031,4678,3790,462,976,"$2,130,669.00",$407.39,November,2024,$418.35
Bell,21898,50290,7139,17930,19355,1999,3867,"$8,469,981.00",$386.79,November,2024,$397.19
Blanco,288,570,70,174,197,27,102,"$87,758.00",$304.72,November,2024,$312.91
Burnet,1647,3410,441,1081,1210,181,497,"$533,873.00",$324.15,November,2024,$332.86
Caldwell,2713,6412,1117,2362,2101,260,572,"$1,101,268.00",$405.92,November,2024,$416.84
Coryell,3557,8553,1179,3075,3332,318,649,"$1,353,398.00",$380.49,November,2024,$390.72
Falls,1265,2617,330,857,932,159,339,"$418,500.00",$330.83,November,2024,$339.73
Fayette,833,1745,241,591,583,80,250,"$267,105.00",$320.65,November,2024,$329.28
Freestone,1174,2472,296,870,888,127,291,"$399,511.00",$340.30,November,2024,$349.45
Gillespie,519,1156,180,376,383,46,171,"$171,058.00",$329.59,November,2024,$338.45
Hays,6879,15894,2567,5757,5769,489,1312,"$2,723,588.00",$395.93,November,2024,$406.57
Lampasas,1076,2265,270,708,870,145,272,"$364,057.00",$338.34,November,2024,$347.44
Lee,822,1740,275,592,596,96,181,"$285,960.00",$347.88,November,2024,$357.24
Limestone,1629,3339,438,1092,1209,181,419,"$534,822.00",$328.31,November,2024,$337.14
Llano,1003,1947,250,557,669,141,330,"$301,554.00",$300.65,November,2024,$308.74
McLennan,14967,32080,4567,11004,11938,1440,3131,"$5,327,507.00",$355.95,November,2024,$365.52
Milam,1717,3514,483,1068,1264,226,473,"$556,611.00",$324.18,November,2024,$332.89
Mills,209,406,53,111,168,23,51,"$65,786.00",$314.77,November,2024,$323.23
San Saba,321,684,77,213,249,30,115,"$102,630.00",$319.72,November,2024,$328.32
Travis,43708,85907,13706,28791,31211,3827,8372,"$16,117,875.00",$368.76,November,2024,$378.68
Williamson,13170,29468,4233,10423,10656,1009,3147,"$5,126,542.00",$389.26,November,2024,$399.73
Bastrop,5191,11845,2016,4625,3754,471,979,"$2,111,023.00",$406.67,December,2024,$417.46
Bell,21832,49815,7013,17713,19181,2000,3908,"$8,413,996.00",$385.40,December,2024,$395.62
Blanco,289,571,66,179,190,27,109,"$88,945.00",$307.77,December,2024,$315.93
Burnet,1625,3378,437,1077,1194,179,491,"$530,165.00",$326.26,December,2024,$334.91
Caldwell,2699,6362,1120,2336,2080,254,572,"$1,096,329.00",$406.20,December,2024,$416.97
Coryell,3553,8527,1168,3044,3339,320,656,"$1,336,558.00",$376.18,December,2024,$386.15
Falls,1262,2599,322,850,929,158,340,"$415,026.00",$328.86,December,2024,$337.59
Fayette,812,1709,248,575,564,78,244,"$259,315.00",$319.35,December,2024,$327.82
Freestone,1142,2381,292,823,844,129,293,"$385,136.00",$337.25,December,2024,$346.19
Gillespie,525,1170,185,379,384,48,174,"$167,210.00",$318.50,December,2024,$326.94
Hays,6891,15890,2550,5771,5772,491,1306,"$2,723,635.00",$395.25,December,2024,$405.73
Lampasas,1077,2267,268,711,869,145,274,"$360,265.00",$334.51,December,2024,$343.38
Lee,809,1724,272,587,589,93,183,"$281,682.00",$348.19,December,2024,$357.42
Limestone,1614,3272,436,1050,1179,186,421,"$525,262.00",$325.44,December,2024,$334.07
Llano,1009,1986,248,591,683,139,325,"$312,219.00",$309.43,December,2024,$317.64
McLennan,14869,31740,4535,10795,11801,1449,3160,"$5,262,276.00",$353.91,December,2024,$363.30
Milam,1709,3491,477,1067,1238,227,482,"$554,264.00",$324.32,December,2024,$332.92
Mills,205,399,46,117,161,23,52,"$62,865.00",$306.66,December,2024,$314.79
San Saba,321,695,79,219,251,32,114,"$104,414.00",$325.28,December,2024,$333.90
Travis,43819,85867,13706,28638,31222,3867,8434,"$16,122,007.00",$367.92,December,2024,$377.68
Williamson,13205,29624,4285,10442,10705,1003,3189,"$5,125,193.00",$388.13,December,2024,$398.42
Bastrop,5172,11722,2020,4546,3689,475,992,"$2,068,235.00",$399.89,January,2025,$407.83
Bell,21938,49943,6993,17713,19324,1988,3925,"$8,292,441.00",$377.99,January,2025,$385.50
Blanco,294,571,71,171,194,26,109,"$86,255.00",$293.38,January,2025,$299.21
Burnet,1643,3421,458,1072,1212,179,500,"$524,915.00",$319.49,January,2025,$325.83
Caldwell,2712,6410,1124,2359,2101,261,565,"$1,085,150.00",$400.13,January,2025,$408.07
Coryell,3576,8585,1197,3060,3346,320,662,"$1,325,293.00",$370.61,January,2025,$377.96
Falls,1264,2595,326,839,934,163,333,"$410,136.00",$324.47,January,2025,$330.91
Fayette,814,1713,241,578,566,82,246,"$256,294.00",$314.86,January,2025,$321.11
Freestone,1155,2408,302,827,855,133,291,"$382,280.00",$330.98,January,2025,$337.55
Gillespie,522,1169,181,383,388,46,171,"$171,429.00",$328.41,January,2025,$334.93
Hays,7036,16115,2569,5817,5903,515,1311,"$2,718,756.00",$386.41,January,2025,$394.08
Lampasas,1094,2332,283,734,896,145,274,"$362,195.00",$331.07,January,2025,$337.65
Lee,810,1705,259,579,589,96,182,"$274,451.00",$338.83,January,2025,$345.55
Limestone,1611,3282,430,1063,1185,188,416,"$513,797.00",$318.93,January,2025,$325.26
Llano,1012,2000,246,602,693,133,326,"$304,127.00",$300.52,January,2025,$306.49
McLennan,14838,31616,4514,10714,11789,1461,3138,"$5,142,641.00",$346.59,January,2025,$353.46
Milam,1725,3528,476,1091,1253,224,484,"$549,609.00",$318.61,January,2025,$324.94
Mills,208,404,43,125,158,24,54,"$61,365.00",$295.02,January,2025,$300.88
San Saba,325,693,73,221,250,32,117,"$102,065.00",$314.05,January,2025,$320.28
Travis,44120,86180,13747,28630,31443,3868,8492,"$15,884,034.00",$360.02,January,2025,$367.16
Williamson,13290,29828,4341,10492,10803,1006,3186,"$5,083,918.00",$382.54,January,2025,$390.13
Bastrop,5206,11822,2042,4558,3742,475,1005,"$2,092,265.00",$401.89,February,2025,$408.06
Bell,21981,50059,6987,17759,19422,1975,3916,"$8,360,287.00",$380.34,February,2025,$386.18
Blanco,284,562,73,173,185,28,103,"$86,768.00",$305.52,February,2025,$310.21
Burnet,1636,3423,461,1078,1223,175,486,"$529,674.00",$323.76,February,2025,$328.73
Caldwell,2692,6428,1139,2375,2095,263,556,"$1,093,266.00",$406.12,February,2025,$412.35
Coryell,3576,8569,1178,3050,3360,324,657,"$1,341,109.00",$375.03,February,2025,$380.78
Falls,1241,2526,318,804,918,159,327,"$399,023.00",$321.53,February,2025,$326.47
Fayette,792,1674,230,570,555,83,236,"$253,570.00",$320.16,February,2025,$325.07
Freestone,1156,2421,299,833,866,131,292,"$399,741.00",$345.80,February,2025,$351.10
Gillespie,522,1169,180,379,388,48,174,"$171,208.00",$327.98,February,2025,$333.02
Hays,6974,15975,2568,5738,5851,525,1293,"$2,712,769.00",$388.98,February,2025,$394.95
Lampasas,1098,2294,271,709,888,151,275,"$360,844.00",$328.64,February,2025,$333.68
Lee,813,1716,259,579,600,97,181,"$275,264.00",$338.58,February,2025,$343.77
Limestone,1631,3337,438,1085,1216,184,414,"$520,454.00",$319.10,February,2025,$324.00
Llano,1005,1975,240,595,690,126,324,"$304,500.00",$302.99,February,2025,$307.63
McLennan,14879,31692,4540,10687,11895,1466,3104,"$5,199,252.00",$349.44,February,2025,$354.80
Milam,1719,3539,490,1088,1258,218,485,"$555,186.00",$322.97,February,2025,$327.92
Mills,208,402,43,127,155,24,53,"$61,687.00",$296.57,February,2025,$301.12
San Saba,324,673,69,211,243,34,116,"$101,088.00",$312.00,February,2025,$316.79
Travis,44140,86174,13885,28417,31545,3875,8452,"$16,041,017.00",$363.41,February,2025,$368.99
Williamson,13315,29894,4353,10476,10872,988,3205,"$5,101,105.00",$383.11,February,2025,$388.99
Bastrop,5177,11759,2047,4529,3712,481,990,"$2,082,719.00",$402.30,March,2025,$407.56
Bell,21956,49902,6963,17682,19390,1952,3915,"$8,339,935.00",$379.85,March,2025,$384.81
Blanco,283,566,72,172,194,27,101,"$86,859.00",$306.92,March,2025,$310.93
Burnet,1660,3478,465,1098,1245,177,493,"$540,710.00",$325.73,March,2025,$329.98
Caldwell,2676,6333,1112,2349,2072,254,546,"$1,083,054.00",$404.73,March,2025,$410.01
Coryell,3566,8547,1196,3016,3360,317,658,"$1,341,185.00",$376.10,March,2025,$381.02
Falls,1237,2509,308,794,926,160,321,"$394,893.00",$319.23,March,2025,$323.40
Fayette,778,1630,229,536,552,82,231,"$253,977.00",$326.45,March,2025,$330.71
Freestone,1144,2397,306,811,858,127,295,"$392,164.00",$342.80,March,2025,$347.28
Gillespie,520,1162,173,386,381,48,174,"$171,387.00",$329.59,March,2025,$333.90
Hays,6995,16080,2590,5763,5914,526,1287,"$2,758,620.00",$394.37,March,2025,$399.52
Lampasas,1084,2266,270,696,875,149,276,"$359,087.00",$331.26,March,2025,$335.59
Lee,806,1717,256,592,591,98,180,"$274,533.00",$340.61,March,2025,$345.06
Limestone,1605,3283,428,1061,1216,180,398,"$514,237.00",$320.40,March,2025,$324.58
Llano,994,1937,233,579,672,129,324,"$298,875.00",$300.68,March,2025,$304.61
McLennan,14833,31560,4507,10672,11846,1459,3076,"$5,174,835.00",$348.87,March,2025,$353.43
Milam,1713,3530,483,1089,1259,216,483,"$563,750.00",$329.10,March,2025,$333.40
Mills,200,389,39,125,149,23,53,"$61,696.00",$308.48,March,2025,$312.51
San Saba,316,660,69,208,239,31,113,"$97,623.00",$308.93,March,2025,$312.97
Travis,44127,86160,13965,28381,31591,3844,8379,"$16,077,378.00",$364.34,March,2025,$369.10
